"smiles","NAME_","F","pref_target_name"
[H]c1c([H])c([H])c(c([H])c1[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])(C(N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(N([H])C([H])([H])c1c([H])c([H])c(C(=NO[H])N([H])[H])s1)=O)=O)N([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],CHEMBL2419746,13.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C1(C(N(C([H])([H])C(N2C([H])([H])C([H])([H])N(C([H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])=O)C([H])([H])C([H])([H])C1([H])[H])=O)c1c([H])c([H])c([H])c([H])c1[H],CHEMBL1949833,16.6,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C1(C([H])([H])C1([H])[H])n1c(C([H])([H])N([H])C([C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[Cl])N([H])C(C2(C([H])([H])C2([H])[H])C(F)(F)F)=O)=O)nc2c([H])c([H])c([H])nc12,CHEMBL252838,78.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])S(N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])c2c([H])c(c(c3c([H])c([H])c(c([H])c3[H])F)c(c2[H])OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H])(=O)=O,CHEMBL4278161,13.,Mus musculus
[H]c1c([H])c([H])c(c([H])c1[H])[C@@]([H])(C([H])([H])[H])n1c(C([H])([H])N([H])C([C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2C(F)(F)F)N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)nc2c([H])c([H])c([H])nc12,CHEMBL401405,57.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])[C@@]([H])(c1c([H])c([H])c(c([H])c1[H])S(C([H])([H])[H])(=O)=O)C([H])([H])C([H])([H])[N@@+]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C1([H])[H])N(C(C([H])([H])c1c([H])c([H])c(c([H])c1[H])S(C([H])([H])[H])(=O)=O)=O)C([H])([H])C([H])([H])[H],CHEMBL211866,13.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])[C@]([H])(C([H])([H])C([H])([H])[N@@+]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])(C2([H])[H])n1c2c(C([H])([H])C([H])([H])N(C(C([H])([H])[H])=O)C2([H])[H])[n+]([H])c1C([H])([H])[H])C([H])([H])N([H])S(c1c([H])c([H])c([H])c([H])c1[H])(=O)=O,CHEMBL3084347,1.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])[C@]([H])(C([H])([H])[H])n1c(C([H])([H])N([H])C([C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2C(F)(F)F)N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)nc2c([H])c([H])c([H])nc12,CHEMBL251840,36.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1c([H])c([C@@]2([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C2([H])[H])C([H])([H])[C@@]2([H])C([H])([H])N(C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2[H])[C@@]([H])(C([O-])=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])n(C([H])([H])C([H])([H])[H])n1,CHEMBL366450,21.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1c([H])c([H])c2c([H])c([H])c(c(c2n1)F)c1c2c(nc([H])c([H])n2c([C@@]2([H])C([H])([H])C([H])([H])[C@]([H])(C(N([H])c3nnc([H])s3)=O)C([H])([H])C2([H])[H])n1)N([H])[H],CHEMBL1667941,5.,Mus musculus
[H]c1c([H])c([H])c(c([H])c1[H])c1c([H])c(c([H])c(C(N([H])[C@]([H])(C(N2C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])=O)C([H])([H])C([H])([H])C([O-])=O)=O)n1)N([H])C([H])([H])C([H])([H])O[H],CHEMBL597772,8.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1c([H])c(c([H])c(C(N([H])[C@]([H])(C(N2C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])=O)C([H])([H])C([H])([H])C([O-])=O)=O)n1)OC([H])([H])C([H])([H])OC([H])([H])[H],CHEMBL555342,77.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1nc(C(N([H])[C@]([H])(C(N2C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])=O)C([H])([H])C([H])([H])C([O-])=O)=O)c([H])c(n1)N1C([H])([H])C([H])([H])[C@@]([H])(C1([H])[H])OC([H])([H])[H],CHEMBL3322642,8.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1nc(C(N([H])[C@]([H])(C(N2C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])=O)C([H])([H])C([H])([H])C([O-])=O)=O)c([H])c(n1)N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],CHEMBL3322620,3.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1nc(C(N([H])c2c([H])c([H])c(c([H])c2[H])C2([H])C([H])([H])C([H])([H])N(C([C@@]3([H])C([H])([H])C([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C3([H])[H])=O)C([H])([H])C2([H])[H])=O)c(C(F)(F)F)o1,CHEMBL1766811,73.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1nc(c2c(n1)n(c([H])n2)[C@@]1([H])[C@@]([H])([C@@]([H])([C@@]([H])(C([H])([H])N([H])S([N-]C(c2c([H])c([H])c([H])c([H])c2O[H])=O)(=O)=O)O1)O[H])O[H])N([H])C1([H])C([H])([H])C1([H])[H],CHEMBL4299201,0.3,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])n1c(c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n1)N([H])C(N([H])c1c([H])c([H])c(c2c([H])c([H])c([H])c([H])c12)Oc1c([H])c([H])nc2c1N(C(N2[H])=O)C([H])([H])[H])=O,CHEMBL1090977,33.,Mus musculus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])N([H])C(N([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])SC([H])([H])[H])nn1c1c([H])c([H])c([H])c(c1[H])O[H])=O)Sc1c([H])c([H])c2nnc(C([H])(C([H])([H])[H])C([H])([H])[H])n2c1[H],CHEMBL1938741,5.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[C@]([H])(C(N([H])C([H])([H])c1nc2c([H])c([H])c([H])nc2n1C([H])([H])C(C(F)(F)F)(F)F)=O)N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(F)(F)F,CHEMBL252632,10.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[C@]([H])(C(N([H])[C@@]1([H])C(N(c2c(c([H])c(c([H])c2F)F)C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=O)=O)N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC(F)(F)F,CHEMBL2391648,30.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[H])N1C([H])([H])C([H])([H])N(c2c([H])c([H])c(C(N([H])C([H])([H])C([H])([H])C([H])([H])C3[N-]N=NN=3)=O)c([H])c2N([H])C(c2c([H])oc(C3([H])C([H])([H])C3([H])[H])n2)=O)C([H])([H])C1([H])[H],CHEMBL3263691,21.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[H])N1C([H])([H])C([H])([H])N(c2c([H])c([H])c(C(N([H])[C@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])([C@@]3([H])O[H])O[H])=O)c([H])c2N([H])C(c2c([H])oc(C3([H])C([H])([H])C3([H])[H])n2)=O)C([H])([H])C1([H])[H],CHEMBL3263692,23.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])n1c2C(N(c3c([H])c(C(=O)OC([H])([H])C4=C(C([H])([H])[H])OC(=O)O4)c([H])c([H])c3c2nc1N1C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])[N+]([H])([H])[H])C([H])([H])[H])=O)[Cl],CHEMBL3400965,4.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])n1c2C(N(c3c([H])c([H])c(C(=O)OC([H])([H])C4=C(C([H])([H])[H])OC(=O)O4)c([H])c3c2nc1N1C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])[N+]([H])([H])[H])C([H])([H])[H])=O)[Cl],CHEMBL3400963,35.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])N([H])C(N([H])c1c([H])c([H])c(c([H])c1[H])OC(F)(F)F)=O)N1c2c(c(c3c([H])c([H])c(c([H])c3[H])[Cl])c(c([H])c2O[H])F)C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],CHEMBL3314311,10.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])N([H])C(N([H])c1nc2c([H])c([H])c(nc2s1)[Cl])=O)N1c2c(c(c([H])c([H])c2O[H])[Cl])[C@@]2(C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C1([H])[H],CHEMBL3263056,36.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])c1c([H])c(c2c([H])nc(nn12)N([H])c1c([H])c([H])c(c([H])c1OC([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C(N([H])[H])=O)C([H])([H])C1([H])[H])C([H])([H])[H])N(C([H])([H])[H])S(C([H])([H])[H])(=O)=O,CHEMBL2158518,24.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])c1c([H])c(c2c([H])nc(nn12)N([H])c1c([H])c([H])c(c([H])c1OC([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C(N([H])[H])=O)C([H])([H])C1([H])[H])[Cl])N(C([H])([H])[H])S(C([H])([H])[H])(=O)=O,CHEMBL2158519,41.,Rattus norvegicus
[H]c1c([H])c([H])c2c([H])c(c([H])c([H])c2c1[H])[C@]1([H])C([H])([H])[N@@+]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]1([H])C(N1C([H])([H])C([H])([H])C([H])(c2c([H])c([H])c(c([H])c2[C@]([H])(C([H])([H])C([H])([H])[H])N([H])C(C([H])([H])[H])=O)[Cl])C([H])([H])C1([H])[H])=O,CHEMBL403420,15.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c([H])c([H])c(C(C(N([H])c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn3c3c([H])c([H])c(c([H])c3[H])C([H])([H])[H])=O)=NO[H])c2c1[H])OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL255410,100.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c([H])c([H])c(C(C(N([H])c3c([H])c(c([H])c(c3OC([H])([H])[H])N([H])S(C([H])([H])[H])(=O)=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)=O)c2c1[H])OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL1208829,77.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c([H])c([H])c(c2c1[H])N([H])C(N([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn1c1c([H])c([H])c([H])nc1[H])=O)Oc1c([H])c([H])nc2c1N(C(N2[H])=O)C([H])([H])[H],CHEMBL1090978,5.,Mus musculus
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])[C@]([H])(C(N2C([H])(C([H])([H])[H])C([H])([H])[H])=O)N([H])C([C@@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1OC(F)(F)F)N([H])C(c1c([H])c([H])c(c([H])c1[H])F)=O)=O,CHEMBL399132,50.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])OC(N2C1([H])C([H])([H])C([H])([H])N(C(C([H])([H])c2c([H])c([H])c(c([H])c2OC([H])([H])C(F)(F)F)OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])=O)C([H])([H])C1([H])[H])=O,CHEMBL278818,31.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])[C@]([H])(C(N([H])[C@@]([H])(C(N1C([H])([H])C([H])([H])N(c3c([H])c([H])c([H])c([H])c3N([H])S(C([H])([H])[H])(=O)=O)C([H])([H])C1([H])[H])=O)C([H])([H])c1c([H])c([H])c(c([H])c1[H])[Cl])=O)N([H])C2([H])[H],CHEMBL338594,30.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])C(c1c([H])c([H])c([H])c([H])c1O2)(C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])N([H])C([C@@]1([H])C([H])([H])[C@]([H])(C([H])([H])[N+]([H])([H])C1([H])[H])N([H])S(c1c([H])c([H])c(c([H])c1[H])C([H])([H])[H])(=O)=O)=O,CHEMBL2322207,18.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c(C([H])([H])Oc1c([H])c([H])c3c(c1[H])c(c(C([H])([H])C(C([O-])=O)(C([H])([H])[H])C([H])([H])[H])n3C([H])([H])c1c([H])c([H])c(c([H])c1[H])[Cl])SC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n2,CHEMBL16596,24.,Rattus norvegicus
[H]c1c([H])c([H])nc(C(N([H])c2c([H])c([H])c(c(c2[H])OC([H])([H])C([H])([H])[H])c2c([H])c([H])c(c3c([H])c([H])c(c([H])c3OC([H])([H])C([H])([H])[H])N([H])C(c3c([H])c([H])c([H])c([H])n3)=[N+]([H])[H])o2)=[N+]([H])[H])c1[H],CHEMBL1276549,3.3,Mus musculus
[H]c1c([H])c([H])nc(c1c1c([H])c([H])nc(n1)N([H])C([H])([H])[H])Oc1c([H])c([H])c(c(C(N([H])c2c([H])c(c([H])c([H])c2N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C(F)(F)F)=O)c1[H])F,CHEMBL219583,0.3,Rattus norvegicus
[H]c1c([H])c(c(C#Cc2c([H])nc(C(N([H])[H])=O)n2C([H])([H])[H])c([H])c1C(N([H])c1c([H])c([H])c(c(c1[H])C(F)(F)F)C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])O[H])=O)C([H])([H])[H],CHEMBL1236871,14.,Rattus norvegicus
[H]c1c([H])c(c(C#Cc2c([H])nc3c([H])c([H])c([H])nn23)c([H])c1C(N([H])c1c([H])c([H])c(c(c1[H])C(F)(F)F)C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])([H])C([H])([H])O[H])=O)C([H])([H])[H],CHEMBL1171432,22.3,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(C([O-])=O)(C([H])([H])[H])C([H])([H])[H])Oc1c([H])c(c([H])c(c1[H])Oc1c([H])c([H])c(c([H])c1[H])F)N([H])C(N1C([H])([H])C([H])([H])[C@@](C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])(C1([H])[H])O[H])=O,CHEMBL3759532,32.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(F)(F)F)[C@@]1([H])C([H])([H])[N@@+]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]1([H])C(N1C([H])([H])C([H])([H])C([H])(c2c([H])c([H])c(c([H])c2[C@]([H])(C([H])([H])C([H])([H])[H])N([H])C(C([H])([H])[H])=O)[Cl])C([H])([H])C1([H])[H])=O,CHEMBL402769,28.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])C([H])([H])C([H])([H])C([O-])=O)=O)C([H])([H])N(c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1nc(c2c([H])c([H])c(c([H])c2[H])C(F)(F)F)c([H])s1,CHEMBL451288,27.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])C([H])([H])C([H])([H])C([O-])=O)=O)C([H])([H])N(c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C2([H])[H])c1nc(c2c([H])c([H])c(c([H])c2[H])OC(F)(F)F)c([H])s1,CHEMBL446821,87.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])C([H])([H])C([H])([H])C([O-])=O)=O)C([H])([H])[C@]([H])(C(c1c([H])c2c([H])c(c([H])c([H])c2n1c1c([H])c([H])c(c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[Cl])=O)C([H])([H])C([H])([H])C([H])([H])[H],CHEMBL1922916,38.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])c1c([H])c(c([H])c([H])c1C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])=O)N([H])c1nc([H])c([H])c(c2c([H])c([H])c(c([H])c2[H])OC(F)(F)F)n1,CHEMBL3765294,42.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])c1nc(c2c([H])c([H])c(c(c2[H])C(F)(F)F)F)ns1)=O)N([H])c1c([H])c(nc([H])n1)N(C([H])([H])C([H])([H])C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])O[H],CHEMBL442278,1.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])(C(N([H])C([H])([H])C([H])([H])C([H])([H])[N@@+]1([H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])c(c(c([H])c2F)F)N([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=O)C([H])([H])C1([H])[H])=O)c1c([H])c([H])c(c([H])c1[H])F)F,CHEMBL243355,48.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])OP(C([H])([H])OC([H])([H])C([H])([H])On1c([H])nc2c(nc([H])nc12)N([H])[H])(=O)OC([H])([H])c1c([H])c([H])c(c([H])c1[H])OC(C([H])([H])[H])=O)OC(C([H])([H])[H])=O,CHEMBL28812,8.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])[C@@]([H])(C([O-])=O)N([H])c1c(c([H])nc(n1)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N(C([H])([H])[H])S(c1c([H])c([H])c(c([H])c1[H])F)(=O)=O)OC(N(C([H])([H])[H])C([H])([H])[H])=O,CHEMBL2381706,74.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])[C@@]([H])(C([O-])=O)N([H])c1c(c([H])nc(n1)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N(C([H])([H])[H])S(c1c([H])c([H])c(c([H])c1[H])[Cl])(=O)=O)OC(N(C([H])([H])[H])C([H])([H])[H])=O,CHEMBL2381707,73.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])[C@]([H])(C(N1C([H])([H])C([H])([H])C(C(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)(C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)N([H])C(N1C([H])([H])[C@@]([H])(C([H])([H])[H])[N+]([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H])=O)F,CHEMBL1761873,1.9,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])[C@]([H])(C(N1C([H])([H])C([H])([H])C(C(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)(C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)N([H])C(N1C([H])([H])[C@]([H])(C([H])([H])[H])[N+]([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H])=O)F,CHEMBL1761870,28.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])[H])S(N(c1c([H])nc(nc1N([H])[C@]([H])(C([O-])=O)C([H])([H])c1c([H])c([H])c(c([H])c1[H])OC(N(C([H])([H])[H])C([H])([H])[H])=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])(=O)=O,CHEMBL2381705,15.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([O-])=O)Oc1c([H])c([H])c(c([H])c1[H])C([H])([H])N1C([H])([H])C([H])([H])C2(C(N([H])[C@]([H])(C(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=O)C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])=O)C([H])([H])C1([H])[H],CHEMBL1170878,34.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(c1c([H])c2c([H])c([H])c(c([H])c2n1C([H])([H])c1c([H])c([H])c(C(N([H])C2[N-]N=NN=2)=O)c([H])c1[H])C(F)(F)F)=O)OC(F)(F)F,CHEMBL1922914,40.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1[C@@]1(C([H])([H])[H])C([H])([H])Sc2c([H])c(c([H])c([H])c2[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C(C(F)(F)F)(F)F)O[H])O[H],CHEMBL380400,46.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(C#N)sc(n1)N(c1c(C([H])([H])C([H])([H])[H])nc2c([H])c([H])c(c([H])n12)[C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C(N2C([H])([H])C([H])(C2([H])[H])O[H])=O)C([H])([H])C1([H])[H])C([H])([H])[H])F,CHEMBL4061747,12.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c([H])c([H])c(c([H])c1[H])F)[C@]([H])(C([H])([H])[H])[C@@]([H])(C(N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])c1nc2c([H])c(c(c([H])c2n1[H])[Cl])[Cl])=O)N([H])C(C(C([H])([H])[H])(C([H])([H])[H])O[H])=O,CHEMBL1259208,12.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c([H])c([H])c2c(c([H])c(C(=O)OC([H])([H])C(N(C([H])([H])[H])C([H])([H])[H])=O)c([H])c2c1[H])c1c([H])c([H])c(c([H])c1[H])C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H])C(F)(F)F,CHEMBL1800689,67.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c([H])n(c2nc(c([H])c(n2)N([H])[C@]([H])(C(N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])n1)OC(F)(F)F,CHEMBL207024,7.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1C(N([H])c1c2c([H])c(c([H])c([H])c2n([H])n1)C([H])([H])c1c([H])c(c([H])c(c1[H])F)F)=O)N([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],CHEMBL3806112,18.,Mus musculus
[H]c1c([H])c(c([H])c(c1C(N([H])c1c2c([H])c(c([H])c([H])c2n([H])n1)C([H])([H])c1c([H])c(c([H])c(c1[H])F)F)=O)N([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],CHEMBL1983268,43.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1[H])N1C([H])([H])C([H])([H])N(C(C([H])([H])n2c([H])c(c([H])n2)c2nc3c(C(N(C(N3C([H])([H])C([H])([H])C([H])([H])[H])=O)C([H])([H])C([H])([H])C([H])([H])[H])=O)n2[H])=O)C([H])([H])C1([H])[H])C(F)(F)F,CHEMBL4095843,65.,Mus musculus
[H]c1c([H])c(c([H])c(c1[H])Oc1c2c([H])c(c(c([H])c2nc([H])n1)OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])OC([H])([H])[H])N([H])C(N([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])on1)=O,CHEMBL1824296,52.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1[H])Oc1c2c([H])c(c(c([H])c2nc([H])n1)OC([H])([H])[H])OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])N([H])C(N([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])on1)=O,CHEMBL1824290,11.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1[H])n1c(C([C@]([H])(C([H])([H])c2c([H])c([H])c(C(N([H])C([H])([H])C([H])([H])C([O-])=O)=O)c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])[H])=O)c([H])c2c([H])c(c([H])c([H])c12)[Cl])C(F)(F)F,CHEMBL1922921,42.,Rattus norvegicus
[H]c1c([H])c(c([H])c2c1[C@@]1([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]([H])(C([H])([H])C([H])([H])[C@]3([H])O[H])[C@]1([H])[C@@]([H])(C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[S@@](C([H])([H])C([H])([H])C([H])([H])C(C(F)(F)F)(F)F)=O)O[H],CHEMBL1358,16.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1C(F)(F)F)N([H])c1nc2c([H])c(c([H])c([H])c2n1C([H])([H])[H])Oc1c([H])c([H])nc(c1[H])N([H])C(C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H])=O)F,CHEMBL3335387,40.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1C(F)(F)F)N([H])c1nc2c([H])c(c([H])c([H])c2n1C([H])([H])[H])Oc1c([H])c([H])nc(c1[H])N([H])C([C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=O)F,CHEMBL3335385,54.,Rattus norvegicus
