"smiles","NAME_","F","pref_target_name"
[H]c1c([H])c(c(c([H])c1C(F)(F)F)[C@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])([H])[H])N1C([H])([H])C([H])([H])N(C([C@@]([H])(C([H])([H])c2c([H])c([H])c(c([H])c2[Cl])[Cl])N2C(C([H])([H])N([H])C([H])([H])C2([H])[H])=O)=O)C([H])([H])C1([H])[H],CHEMBL236650,19.4,Mus musculus
[H]c1c([H])c(c(c([H])c1N([H])c1c(C#N)c([H])nc2c([H])c(c(c([H])c12)OC([H])([H])[H])OC([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H])[Cl])Sc1nc([H])c([H])n1C([H])([H])[H],CHEMBL103045,2.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1N1C([H])([H])C([H])([H])C([H])(C([H])([H])C(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])=O)C([H])([H])C1([H])[H])OC([H])([H])[H])N([H])c1nc(c2c(n1)n([H])c([H])n2)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],CHEMBL2048078,6.9,Mus musculus
[H]c1c([H])c(c(c([H])c1[N-]S(C(F)(F)F)(=O)=O)C([H])([H])[C@]1([H])C([H])([H])Oc2c([H])c([H])c(c([H])c2[C@]1([H])O[H])OC([H])([H])c1c([H])c([H])c2c([H])c([H])c(c([H])c2n1)[Cl])OC([H])([H])[H],CHEMBL96206,53.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1[N-]S(C(F)(F)F)(=O)=O)C([H])([H])[C@]1([H])C([H])([H])Oc2c([H])c([H])c(c([H])c2[C@]1([H])O[H])OC([H])([H])c1nc2c([H])c(c(c([H])c2s1)F)F)OC([H])([H])[H],CHEMBL96224,46.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])C([H])([H])[H])N1C(C([H])([H])n2c3c(c(c4c([H])c([H])c(c(c4[H])OC([H])([H])[H])OC([H])([H])[H])n2)c(nc([H])n3)N([H])[H])=Nc2c([H])c([H])c([H])c(c2C1=O)F)C([H])([H])[H],CHEMBL4249477,34.9,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])F)F)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2n(c(c([H])[n+]2[H])C(C([H])([H])[H])(C([H])([H])[H])OC([H])([H])[H])C1([H])[H])N([H])C(N1C([H])([H])C([H])([H])C2(C(N([H])c3c2c([H])c([H])c([H])n3)=O)C([H])([H])C1([H])[H])=O,CHEMBL1770719,5.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])F)F)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2n(c(c([H])[n+]2[H])C(C([H])([H])[H])(C([H])([H])[H])O[H])C1([H])[H])N([H])C(N1C([H])([H])C([H])([H])C2(c3c([H])c([H])c([H])nc3N([H])C(=O)O2)C([H])([H])C1([H])[H])=O,CHEMBL1770725,3.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])F)F)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2nc([H])c(C([H])([H])C(F)(F)F)n2C1([H])[H])N([H])C(N1C([H])([H])C([H])([H])C2(C(N([H])c3c2c([H])c([H])c([H])n3)=O)C([H])([H])C1([H])[H])=O,CHEMBL1770716,47.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])F)F)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2nnc(C([H])([H])C(F)(F)F)n2C1([H])[H])N([H])C(N1C([H])([H])C([H])([H])C2(C(N([H])c3c2c([H])c([H])c([H])n3)=O)C([H])([H])C1([H])[H])=O,CHEMBL1770721,6.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])OC([H])([H])[H])C([H])([H])[H])C([H])([H])N(C(C1=C(c2c([H])c([H])c(c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])Oc2c(c([H])c([H])c(c2[Cl])F)F)C([H])([H])C([H])([H])N([H])C1([H])[H])=O)C1([H])C([H])([H])C1([H])[H],CHEMBL1076463,10.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])F)[C@]1([H])[C@]2(C(N([H])c3c([H])c(sc23)[Cl])=O)[C@]([H])(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])([H])[C@@]1([H])C(N([H])c1c([H])c([H])c(C(N([H])[H])=O)c([H])c1OC([H])([H])[H])=O,CHEMBL3109040,92.,Mus musculus
[H]c1c([H])c(c(c(c1[H])[Cl])F)[C@]1([H])[C@]2(C(N([H])c3c([H])c(sc23)[Cl])=O)[C@]([H])(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])([H])[C@@]1([H])C(N([H])c1c([H])c([H])c(C([O-])=O)c([H])c1OC([H])([H])[H])=O,CHEMBL3109041,32.,Mus musculus
[H]c1c([H])c(c2c([H])c([H])c([H])c(c2[H])OC(F)(F)F)c2c(c1[H])N(C([H])([H])[C@@]([H])(C(F)(F)F)O[H])[C@@]([H])(c1c([H])c([H])c([H])c(c1[H])OC(C([H])(F)F)(F)F)C([H])([H])C2([H])[H],CHEMBL516439,31.,Rattus norvegicus
[H]c1c([H])c(c2c([H])c([H])c([H])c(c2[H])OC(F)(F)F)c2c(c1[H])N(C([H])([H])[C@@]([H])(C(F)(F)F)O[H])[C@@]([H])(c1c([H])c([H])c([H])c(c1[H])OC(C([H])(F)F)(F)F)C([H])([H])O2,CHEMBL602483,53.,Rattus norvegicus
[H]c1c([H])c(c2c(c([H])c(C(F)(F)F)nc2c1N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])[N+]1([H])C([H])([H])C([H])([H])N(c2c([H])c(c([H])c3c([H])c([H])c([H])nc23)OC([H])([H])[H])C([H])([H])C1([H])[H])OC([H])([H])[H])F,CHEMBL1096671,60.,Rattus norvegicus
[H]c1c([H])c(oc1c1c(SC([H])([H])C([H])([H])C([H])([H])[H])sc(n1)N([H])[H])P(N([H])C1(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(N([H])C1(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O,CHEMBL482109,1.,Rattus norvegicus
[H]c1c([H])c(oc1c1c(SC([H])([H])C([H])([H])C([H])([H])[H])sc(n1)N([H])[H])P(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O,CHEMBL479595,9.,Rattus norvegicus
[H]c1c([H])c2c([H])c([H])oc2c([H])c1C(N1C([H])([H])c2c([H])c(c(C(N([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])N([H])C(c3c([H])c([H])c([H])s3)=O)=O)c(c2C([H])([H])C1([H])[H])[Cl])[Cl])=O,CHEMBL1222291,18.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c([H])c([H])n2)c([H])c1C([H])([H])N([H])[C@@](c1c([H])n([C@@]([H])(C(C([H])([H])Oc2c(c(c([H])c(c2F)F)F)F)=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nn1)(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL600002,21.,Mus musculus
[H]c1c([H])c2c(c([H])c1C(C(N1[C@]3([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C3([H])[H])=O)(C([H])([H])[H])C([H])([H])[H])c(c(c1c([H])c(c([H])c(c1[H])C([H])([H])[H])C([H])([H])[H])n2[H])[C@]([H])(C([H])([H])[H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])nc([H])c1[H],CHEMBL87785,23.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1C(N([H])c1c([H])c([H])c(c(c1[H])N([H])C(c1c([H])c([H])c3c(c([H])c([H])c(n3)OC([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c1[H])=O)C([H])([H])[H])=O)OC([H])([H])C([H])([H])O2,CHEMBL4087666,39.,Mus musculus
[H]c1c([H])c2c(c([H])c1C([O-])=O)oc(n2)N([H])[C@]1([H])C([H])([H])C([H])([H])[C@]2([H])[C@@]1([H])C([H])([H])C([H])([H])[N@@+]2([H])C([H])([H])c1c([H])c(c(c2c([H])c([H])c(c([H])c2[H])F)c(c1[H])OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],CHEMBL4277106,48.,Mus musculus
[H]c1c([H])c2c(c(c1[H])F)C([H])([H])C([H])([H])[C@@]([H])(C(N2C([H])([H])C(F)(F)F)=O)n1c([H])c(c2c([H])c([H])c(c(c2[H])OC([H])([H])C(F)(F)F)n2c([H])c(C([H])([H])[H])nc2[H])nn1,CHEMBL3608385,2.,Rattus norvegicus
[H]c1c([H])c2c(c3c(C(C4=C([C@@]5(C(C(=C([C@]([H])([C@]5([H])C([H])([H])[C@]4([H])C3([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])[O-])C(N([H])[H])=O)=O)O[H])O[H])=O)c(c2c([H])c1C([H])([H])[N+]([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[H])F,CHEMBL1782468,1.2,Rattus norvegicus
[H]c1c([H])c2c(c3c(C(C4=C([C@@]5(C(C(=C([C@]([H])([C@]5([H])C([H])([H])[C@]4([H])C3([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])[O-])C(N([H])[H])=O)=O)O[H])O[H])=O)c(c2c([H])c1C([H])([H])[N+]([H])([H])C1([H])C([H])([H])C1([H])[H])O[H])OC([H])([H])[H],CHEMBL1782472,12.5,Rattus norvegicus
[H]c1c([H])c2c(c3c(C(C4=C([C@@]5(C(C(=C([C@]([H])([C@]5([H])C([H])([H])[C@]4([H])C3([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])[O-])C(N([H])[H])=O)=O)O[H])O[H])=O)c(c2c([H])c1C([H])([H])[N@+]1([H])C([H])([H])[C@@]([H])(C1([H])[H])F)O[H])F,CHEMBL1782469,16.7,Rattus norvegicus
[H]c1c(c([H])nc(c1N([H])S(C([H])([H])[H])(=O)=O)OC([H])([H])[H])c1c([H])c(c2c([H])nn(c2n1)C([H])([H])[H])N([H])C(c1c([H])oc(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])N(C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])n1)=O,CHEMBL4225142,16.,Mus musculus
[H]c1c(c(c([H])c2c1[C@@]([H])(C(C#N)(C([H])([H])[H])C([H])([H])[H])OC21C([H])([H])C([H])([H])N(C([C@]2([H])C([H])([H])[N@+]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H])C([H])([H])[C@@]2([H])c2c([H])c([H])c(c([H])c2F)F)=O)C([H])([H])C1([H])[H])[Cl])C([H])([H])[H],CHEMBL1209707,32.,Rattus norvegicus
[H]c1c2c(c([H])c(c1C([H])([H])[H])Oc1c([H])c([H])c(C(N([H])c3c(nc(nc3OC([H])([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])OC([H])([H])[H])=O)o1)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2([H])[H],CHEMBL210514,26.,Rattus norvegicus
[H]C#CC([H])([H])Oc1c([H])c([H])c2c(C(c3c([H])c([H])c(c([H])c3[H])C([H])(C([H])([H])[H])C([H])([H])[H])=NC(N2C([H])([H])c2c([H])c([H])c([H])c(c2[H])N([H])C(C([H])([H])N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])=O)=O)c1[H],CHEMBL590539,1.,Rattus norvegicus
[H]C(=C([H])c1c([H])c([H])c(c([H])c1[H])N([H])C(C1(C([H])([H])C([H])([H])C1([H])[H])N([H])C(c1c([H])c([H])c2c(c(c3c([H])c([H])c([H])c([H])n3)n(c2c1[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)=O)C([O-])=O,CHEMBL2181776,59.,Rattus norvegicus
[H]C(=C([H])c1c([H])c([H])c(c([H])c1[H])N([H])C(C1(C([H])([H])C([H])([H])C1([H])[H])N([H])C(c1c([H])c([H])c2c(c(c3c([H])nc([H])c([H])n3)n(c2c1[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)=O)C([O-])=O,CHEMBL2181643,41.,Rattus norvegicus
[H]C(=C([H])c1c([H])c(c([H])c(c1OC([H])([H])[H])OC([H])([H])[H])C([H])([H])c1c([H])nc(nc1N([H])[H])N([H])[H])C(N1[C@]([H])(c2c([H])c([H])c([H])c([H])c2C([H])=N1)c1c([H])nc(nc1[H])N(C([H])([H])[H])C([H])([H])[H])=O,CHEMBL1650307,26.,Mus musculus
[H]C(=C([H])n1c([H])nc2c(nc([H])nc12)N([H])c1c([H])c([H])c(c([H])c1[H])P(C([H])([H])[H])(C([H])([H])[H])=O)c1c([H])c(c([H])c([H])c1C([H])([H])[H])N([H])C(c1c([H])c([H])c([H])c(c1[H])C(F)(F)F)=O,CHEMBL554084,0.8,Rattus norvegicus
[H]C([H])=C(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]2(C([O-])=O)C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]4([H])[C@@]5(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[H])(C([H])([H])[H])[C@]5([H])C([H])([H])C([H])([H])[C@@]34C([H])([H])[H])OC(C([H])([H])C(C([O-])=O)(C([H])([H])[H])C([H])([H])[H])=O)[C@@]12[H],CHEMBL404519,18.,Rattus norvegicus
[H]C([H])=C([H])[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])([C@]2(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])C([H])([H])C([C@@]23[H])=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])O[H])OC(C([H])([H])Sc1nnc([N-]C(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])=O)s1)=O,CHEMBL3287165,39.73,Rattus norvegicus
[H]C([H])=C(c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])C(C([H])([H])[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])S(c1c([H])c([H])c([H])c(c1[H])C(F)(F)F)(=O)=O)=O)C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL1210753,15.,Rattus norvegicus
[H]C1=C(C(N(C(N1C([H])([H])c1c(c([H])c([H])c([H])c1F)C(F)(F)F)=O)C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)=O)c1c([H])c([H])c([H])c([H])c1[Cl],CHEMBL450471,3.,Rattus norvegicus
[H]C1=C(C(N(c2c([H])c([H])c([H])c([H])c12)C([H])(C([H])([H])[H])C([H])([H])[H])=O)C(N([H])[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])[N@@+]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(C([H])([H])[H])(=O)=O)=O,CHEMBL555693,20.,Rattus norvegicus
[H]C1=C([H])[C@]2(c3c([H])c([H])c([H])c([H])c13)C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[C@]([H])(C(N([H])C([H])([H])c1c([H])c(c([H])c(c1[H])C(F)(F)F)C(F)(F)F)=O)c1c([H])c([H])c(c([H])c1[H])F,CHEMBL277279,38.,Rattus norvegicus
[H]C1=C(c2c([H])c(C(N([H])C([H])([H])c3c([H])c([H])c(c(c3[H])[Cl])OC([H])([H])[H])=O)c(nc2[H])N([H])C([H])([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])N2C(C([H])([H])[H])=O,CHEMBL3593636,7.2,Mus musculus
[H]C1C(=C(C(N(C=1C([H])([H])[H])C([H])([H])[H])=O)c1c([H])c([H])c(c([H])c1[H])C([H])([H])[C@@]([H])(C(=O)OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(c1c(c([H])c([H])c([H])c1[Cl])[Cl])=O)C(F)(F)F,CHEMBL2332720,12.,Rattus norvegicus
[H]C1C(=C(C(N([H])C=1C([H])([H])[H])=O)C([H])([H])N([H])C(c1c([H])c(c([H])c(c1C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])=O)C([H])([H])[H],CHEMBL3414621,20.,Mus musculus
[H]C1C(=C(C(N([H])C=1C([H])([H])[H])=O)C([H])([H])N([H])C(c1c(c(c([H])c2c1c([H])c([C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])o2)N(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H])=O)C([H])([H])[H],CHEMBL4162499,9.,Rattus norvegicus
[H]C1C(N(c2c([H])c(c(c([H])c2N=1)C([H])([H])[H])C([H])([H])[H])C([H])([H])C(N(C([H])([H])[H])[C@]([H])(c1c([H])c([H])c(c([H])c1[H])c1c([H])c([H])c([H])c(C(N([H])C([H])([H])[H])=O)c1[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])=O)=O,CHEMBL499582,39.,Rattus norvegicus
[H]C1C(N(c2c([H])c(c(c([H])c2N=1)[Cl])[Cl])C([H])([H])C(N(C([H])([H])[H])[C@]([H])(c1c([H])c([H])c(c([H])c1[H])c1c([H])c([H])c([H])c(C(N([H])C([H])([H])[H])=O)c1[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])=O)=O,CHEMBL507691,29.,Rattus norvegicus
[H]c1c(C(N([H])[C@@]2([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])=O)c(c([H])c(c1OC([H])([H])[H])N([H])c1nc([H])c2c(n1)N(C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c(C#N)nc([H])n12)C([H])([H])C([H])([H])[H])F,CHEMBL4066163,49.,Rattus norvegicus
[H]c1c([H])c(C(N([H])C([H])([H])[H])=O)c(c(c1[H])F)N([H])c1c(c([H])nc(n1)N([H])c1c([H])c([H])c2c(c1[H])N([H])C([C@@]([H])(C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])N([H])C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)=O)[Cl],CHEMBL1939484,15.,Rattus norvegicus
[H]c1c([H])c(C(N([H])C([H])([H])[H])=O)c(c(c1[H])F)N([H])c1c(c([H])nc(n1)N([H])c1c([H])c([H])c2c(c1[H])N([H])C([C@]([H])(C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])N([H])C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)=O)[Cl],CHEMBL1939492,35.,Rattus norvegicus
[H]c1c([H])c([H])[n+](c([H])c1C(N1C([H])([H])C([H])([H])C([H])(C([H])([H])C(N2C([H])([H])C([H])([H])C([H])(C([H])([H])C2([H])[H])[C@]2([H])c3c(c([H])c(c([H])c3[Br])[Cl])C([H])([H])C([H])([H])c3c([H])c(c([H])nc23)[Br])=O)C([H])([H])C1([H])[H])=O)[O-],CHEMBL314317,9.28,Mus musculus
[H]c1c([H])c([H])c(C2=C(C(c3c([H])c([H])c(c(c4c([H])c([H])c5c(c4[H])sc(C(F)(F)F)n5)c3N([H])[H])C([H])([H])[H])=O)C(N(c3c([H])c([H])c([H])c([H])c3[H])N2C([H])([H])[H])=O)c([H])c1[H],CHEMBL3407861,83.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])N([H])[C@@]1(C(C(=C(c2c([H])c([H])c([H])c([H])c12)[O-])C1=NS(c2c([H])c(c([H])c([H])c2N1[H])N([H])S(C([H])([H])[H])(=O)=O)(=O)=O)=O)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL503188,13.3,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])[C@@]([H])([C@@]([H])(C([H])([H])[N+]([H])([H])C([H])([H])c1c([H])c([H])c([H])c(c1[H])C(F)(F)F)O[H])N([H])C(c1c([H])c(c([H])c(c1F)N1C(C([H])([H])C([H])([H])C1([H])[H])=O)N([H])C([H])([H])C([H])([H])[H])=O,CHEMBL445734,35.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])c1c([H])c([C@@]2([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C2([H])[H])C([H])([H])[C@@]2([H])C([H])([H])N(C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2[H])[C@@]([H])(C([O-])=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])n(C([H])([H])C([H])([H])[H])n1,CHEMBL353331,4.1,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])c1c([H])c([C@@]2([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C2([H])[H])C([H])([H])[C@@]2([H])C([H])([H])N(C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c(c2[H])F)[C@@]([H])(C([O-])=O)C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])n(C([H])([H])C([H])([H])[H])n1,CHEMBL435727,52.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])c1c([H])c([C@@]2([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C2([H])[H])C([H])([H])[C@@]2([H])C([H])([H])N(C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c(c2[H])F)[C@@]([H])(C([O-])=O)C([H])([H])C2([H])C([H])([H])C([H])([H])C2([H])[H])n(C([H])([H])C([H])([H])[H])n1,CHEMBL173095,7.3,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])N(C(N([H])c1nc(c2c([H])c([H])c(c([H])c2[H])S(N([H])[H])(=O)=O)ns1)=O)C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL3093424,23.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])N1C([H])([H])C([H])([H])N(C(C([H])([H])N2C(C(c3c([H])c([H])c(c([H])c3[H])F)(c3c([H])c([H])c(c([H])c3[H])F)C([H])([H])C2([H])[H])=O)=O)C([H])([H])C1([H])[H],CHEMBL1949832,20.3,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C1(C([H])([H])C1([H])[H])n1c(C([H])([H])N([H])C([C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2C(F)(F)F)N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)nc2c([H])c([H])c([H])nc12,CHEMBL254918,44.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])C1(C([H])([H])C1([H])[H])n1c(C([H])([H])N([H])C([C@@]([H])(C([H])([H])c2c(c([H])c([H])c([H])c2F)F)N([H])C(C2(C([H])([H])C2([H])[H])C(F)(F)F)=O)=O)nc2c([H])c([H])c([H])nc12,CHEMBL404229,54.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])[C@]([H])(C([H])([H])N1C(C(=C(C([H])([H])[H])N(C1=O)C([H])([H])c1c(c([H])c([H])c([H])c1F)F)c1c([H])c([H])c([H])c(c1F)OC([H])([H])[H])=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,CHEMBL506877,1.1,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])c1nc(C(N([H])[C@]([H])(C(N2C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])=O)C([H])([H])C([H])([H])C([O-])=O)=O)c([H])c([C@@]2([H])C([H])([H])[C@]2([H])C([H])([H])OC([H])([H])[H])n1,CHEMBL3322653,33.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[C@]([H])(C(N([H])[C@@]1([H])C(N(c2c([H])c([H])c([H])c([H])c2N(C([H])([H])C2([H])C([H])([H])C2([H])[H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=O)=O)N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(F)(F)F,CHEMBL252212,9.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[C@]([H])(C(N([H])[C@@]1([H])C(N(c2c([H])c([H])c(c([H])c2C([H])([H])C1([H])[H])F)C([H])(C([H])([H])[H])C([H])([H])[H])=O)=O)N([H])C(c1c([H])c([H])c(c([H])c1C(F)(F)F)F)=O)F,CHEMBL2391650,56.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[C@]([H])(C(N([H])[C@@]1([H])C(N(c2c([H])c([H])c(c([H])c2C([H])([H])C1([H])[H])[Cl])C([H])(C([H])([H])[H])C([H])([H])[H])=O)=O)N([H])C(c1c([H])c([H])c(c([H])c1C(F)(F)F)F)=O)F,CHEMBL249360,90.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])N([H])c1c(c([H])nc(n1)N([H])c1c([H])c([H])c(c([H])c1OC([H])([H])[H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])[Cl])S(C([H])(C([H])([H])[H])C([H])([H])[H])(=O)=O,CHEMBL509032,82.6,Mus musculus
[H]c1c([H])c([H])c(c(c1[H])c1c([H])c([H])c(c(c1[H])C([H])([H])[H])[C@@]([H])(C([H])([H])c1c([H])c([H])c(c([H])c1[H])OC([H])([H])C([H])([H])Oc1c(c([H])c(c([H])c1[Cl])C([H])([H])[H])[Cl])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])N([H])C(C([H])([H])[H])=O,CHEMBL1256492,23.,Rattus norvegicus
